"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"kyle alway",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"kyle ask",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
"kyle broflovski",2,3,3,1,0,0,2,2,3,0,6,3,0,6,6,1,3,1
"kyle can",0,1,0,4,2,0,1,1,0,2,2,2,1,1,2,2,0,0
"kyle can talk",0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"kyle cant",0,1,0,0,2,1,1,2,1,4,2,2,1,1,0,1,0,0
"kyle cartman",1,1,1,2,4,1,2,0,0,1,1,0,0,0,0,0,0,0
"kyle come",1,2,0,0,0,0,1,1,0,0,3,0,2,1,1,2,2,0
"kyle dad",1,1,11,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
"kyle doesnt",0,1,0,3,0,0,0,2,1,0,1,0,0,0,0,1,0,0
"kyle dont",3,1,3,2,3,4,7,4,1,3,10,0,1,0,1,2,2,1
"kyle dont know",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"kyle dude",2,0,0,0,3,0,2,2,1,4,1,0,3,0,4,2,0,1
"kyle enough",1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"kyle eric",0,3,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0,0
"kyle get",0,1,2,2,1,0,3,0,1,2,1,1,0,1,2,1,0,0
"kyle go",0,1,1,0,3,2,4,1,1,3,2,2,0,2,1,1,0,0
"kyle god",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,4,0,0
"kyle gonna",2,0,3,2,1,0,1,0,1,0,3,0,3,0,1,0,1,1
"kyle good",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1
"kyle got",1,1,0,3,1,1,0,0,0,1,1,0,0,0,1,0,1,1
"kyle guy",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"kyle hell",1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
"kyle hes",1,1,2,0,2,0,0,1,1,0,0,1,1,1,1,0,1,0
"kyle hey",2,0,0,1,3,0,3,2,0,1,1,0,0,0,1,2,1,1
"kyle hold",0,0,0,0,2,0,1,0,0,0,0,1,0,1,2,0,0,0
"kyle im",2,2,3,1,4,1,3,1,3,3,11,4,3,0,2,7,7,1
"kyle im go",0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0
"kyle isnt",0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0,0
"kyle ive",1,0,0,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0
"kyle jew",0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,2
"kyle just",2,3,2,5,2,3,4,2,0,3,5,1,3,0,2,3,3,1
"kyle kenni",0,2,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0
"kyle know",0,1,0,0,1,2,1,1,0,0,1,2,0,0,0,3,3,0
"kyle kyle",1,0,1,1,5,6,2,0,3,13,4,7,2,0,1,7,0,2
"kyle let",0,1,2,2,1,0,1,2,2,1,1,1,1,1,1,1,2,1
"kyle let go",0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"kyle littl",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0
"kyle look",1,0,0,2,2,0,1,0,3,1,3,1,0,1,2,1,0,0
"kyle mayb",0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,1,1
"kyle mom",9,0,1,0,0,1,0,0,0,0,1,0,0,2,0,3,0,0
"kyle mother",2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"kyle need",0,0,0,3,1,0,0,0,0,1,2,2,0,0,0,2,1,1
"kyle noth",1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0
"kyle now",1,1,1,2,1,0,1,1,1,1,1,0,2,0,1,0,0,0
"kyle oh",3,0,0,2,5,1,3,0,2,1,1,0,0,0,2,2,2,0
"kyle okay",2,2,0,0,1,4,1,1,1,1,1,0,0,0,1,2,0,1
"kyle one",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"kyle pleas",1,0,1,0,1,0,0,0,0,0,1,0,2,1,0,1,2,0
"kyle realli",0,2,0,1,0,0,2,0,1,0,1,0,1,3,1,2,2,0
"kyle right",0,1,1,0,0,1,3,2,0,2,2,0,1,0,1,1,3,0
"kyle said",0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,1,3,1
"kyle say",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0
"kyle see",2,1,1,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0
"kyle stan",1,0,0,2,1,0,0,0,1,0,0,0,1,1,0,2,0,1
"kyle still",0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
"kyle stop",0,1,0,0,0,0,0,0,0,4,0,2,1,0,0,1,0,0
"kyle take",0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1
"kyle tell",0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,0
"kyle theyr",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1
"kyle think",1,1,1,1,3,1,2,0,1,0,2,2,0,1,0,1,0,1
"kyle time",1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"kyle tri",1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0
"kyle uh",2,0,0,0,3,1,0,0,1,1,0,0,0,0,0,1,0,1
"kyle want",0,1,2,2,0,1,2,0,0,0,1,0,0,0,0,0,1,1
"kyle well",0,2,0,3,0,0,2,1,2,0,1,1,0,0,0,1,0,0
"kyle weve",0,2,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0
"kyle will",1,3,1,0,0,3,4,1,2,1,1,2,1,0,0,1,2,0
"kyle yeah",0,1,2,2,0,0,2,2,0,3,1,1,1,2,2,2,0,1
"kyle yes",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0
"kyyyl",0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,3
"lab",0,3,1,0,2,0,5,1,0,1,0,1,0,0,4,0,1,0
"label",0,1,0,1,0,4,2,0,0,0,1,1,0,0,1,0,1,1
"laboratori",1,2,3,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0
"lack",0,0,1,2,0,1,0,0,2,1,0,0,1,1,0,3,0,1
"lad",0,5,0,3,0,2,1,0,0,2,1,0,10,1,0,0,0,0
"ladder",1,0,0,0,0,34,0,1,0,0,0,0,0,2,0,0,1,0
"ladi",12,34,14,19,13,16,6,6,15,3,6,4,6,12,6,10,19,6
"ladi gentlemen",6,23,3,7,8,7,1,2,3,1,5,1,2,2,0,1,3,0
"ladi im",1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
"laid",1,0,0,1,2,0,0,1,9,3,0,1,2,0,0,0,0,3
"lake",0,5,2,3,5,0,1,0,0,1,2,0,0,1,0,1,4,2
"lamb",0,4,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
"lame",3,11,10,1,5,6,0,8,6,2,3,3,4,1,2,4,1,4
"land",5,6,4,5,6,5,10,3,0,3,2,6,12,4,4,5,8,1
"languag",1,4,3,3,2,1,2,5,0,0,1,0,2,9,1,0,1,1
"larg",2,5,8,5,1,1,2,2,3,3,0,1,0,3,1,0,1,1
"larger",0,0,0,3,1,2,1,0,2,0,0,0,0,0,0,0,0,0
"largest",0,2,2,1,1,4,3,0,2,0,0,0,0,0,0,0,0,1
"larri",0,5,1,0,3,0,2,0,0,5,0,1,3,0,8,2,1,0
"laser",0,4,10,0,0,0,0,0,2,1,1,5,0,2,0,0,1,0
"last",23,46,29,47,23,30,41,19,20,21,24,21,22,20,26,35,19,19
"last chanc",0,0,0,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0
"last month",2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"last night",8,6,5,13,5,8,14,5,4,1,9,5,7,4,3,9,5,4
"last night yeah",2,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1
"last one",1,0,2,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0
"last thing",1,2,0,0,1,1,2,2,0,2,0,1,1,1,0,0,0,0
"last three",1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"last time",1,9,3,2,4,4,2,1,1,0,3,3,3,1,1,4,2,3
"last time saw",0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,0
"last week",1,2,3,4,0,1,2,4,3,3,1,3,4,2,4,3,0,2
"last year",2,4,1,4,0,1,1,1,0,0,0,1,1,1,4,0,2,2
"late",20,11,10,9,7,9,8,9,11,12,10,5,6,10,5,6,7,5
"late well",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"later",8,11,13,13,11,11,10,7,3,7,7,2,4,2,2,3,1,2
"latest",0,0,1,0,0,3,1,0,1,0,0,0,2,0,1,5,0,1
"laugh",4,3,5,12,15,9,9,3,5,1,7,4,2,2,9,2,1,2
"laugh play",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"laughin",0,1,1,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"launch",1,1,0,0,1,0,0,0,0,2,3,0,0,0,2,0,0,0
"laundri",3,1,0,0,0,0,1,3,0,2,1,0,1,0,0,1,0,0
"lava",12,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0
"law",3,25,6,15,2,16,10,3,3,0,1,2,3,4,1,6,5,2
"lawsuit",0,0,8,0,1,0,0,1,1,0,0,0,0,7,1,5,0,0
"lawyer",0,7,13,5,2,1,0,1,5,2,0,1,3,4,2,4,0,0
"lay",6,2,3,3,1,2,4,3,0,2,2,2,0,1,5,1,4,2
"lazi",0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,1,1,0
"lead",3,4,7,5,1,8,6,2,7,11,4,8,3,7,4,2,3,6
"lead us",0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
"leader",1,0,16,5,11,3,1,1,1,8,2,4,4,2,5,5,6,1
"leagu",0,0,0,0,1,3,0,0,9,8,1,0,1,3,1,3,0,2
"learn",24,29,40,25,47,27,28,22,16,24,26,22,15,18,11,11,7,5
"learn control",0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"learn import",1,0,1,0,4,1,0,1,1,0,0,0,0,0,1,0,0,0
"learn import lesson",1,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0
"learn lesson",2,1,0,0,1,1,4,2,1,1,1,0,1,0,1,0,0,1
"learn make",0,1,2,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0
"learn someth",8,2,11,5,5,3,2,0,0,0,1,3,0,1,1,0,0,0
"learn someth today",6,1,9,4,4,2,1,0,0,0,0,2,0,1,1,0,0,0
"learn today",0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"learn way",0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
"least",10,11,8,14,7,6,5,6,6,10,7,7,7,9,17,4,2,1
"least got",0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"leather",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"leav",19,35,34,28,35,20,24,18,23,35,21,28,23,8,13,21,8,15
"leav alon",5,3,1,1,3,3,3,1,3,4,7,7,2,3,1,7,5,3
"leav im",0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
"leav kyle",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
"leav now",0,0,2,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0
"leav oh",0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"leav two",0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"leav us",1,1,2,0,2,1,0,1,2,3,1,3,2,0,0,2,0,2
"leav us alon",0,0,1,0,0,0,0,0,2,1,0,3,2,0,0,1,0,0
"leavin",1,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,1
"lectur",0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,2
"led",0,0,1,0,2,3,0,1,0,5,1,1,1,1,3,2,1,1
"left",12,24,19,24,14,16,13,13,9,14,8,5,13,17,14,16,5,10
"left home",1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"leg",12,4,2,7,4,4,3,4,2,3,2,0,1,7,0,2,4,5
"legal",1,7,3,0,0,0,0,0,5,0,0,2,0,2,1,0,1,3
"legend",0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0
"legitim",0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0
"lemm",0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,3,1,0
"lemon",0,0,0,2,0,0,0,0,0,1,0,0,0,9,0,1,2,0
"les",0,0,3,1,0,0,0,0,2,0,5,0,1,0,1,0,0,0
"lesbian",17,0,0,1,0,0,0,0,2,1,15,0,1,0,0,0,1,0
"less",2,3,1,4,2,6,9,2,5,3,1,1,2,0,2,3,3,1
"less fortun",1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0
"lesse",0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"lesson",6,6,5,7,11,4,6,4,4,2,2,3,3,0,3,3,0,2
"let",108,217,234,200,142,149,152,147,134,113,101,134,130,101,112,126,105,71
"let anybodi",0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0
"let ask",0,1,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,3
"let back",0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
"let begin",0,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"let bring",1,0,2,1,0,3,0,2,0,1,0,0,2,0,0,0,1,0
"let call",0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,1,1
"let cartman",0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
"let check",2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"let come",1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1
"let eat",0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"let em",0,0,0,1,2,3,0,1,1,1,2,1,1,0,0,0,0,0
"let everyon",0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
"let explain",1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"let face",0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,5,2
"let find",0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"let finish",0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0
"let forget",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"let get",8,24,25,13,11,10,10,9,9,6,2,8,8,9,16,12,2,4
"let get away",0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
"let get back",1,1,4,2,2,0,1,2,0,0,1,0,0,0,0,2,0,0
"let get straight",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
"let get work",0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"let give",2,1,0,0,3,1,1,3,2,1,1,1,1,0,0,1,0,2
"let go",15,33,35,31,32,25,31,27,27,22,17,30,12,17,16,21,16,8
"let go come",0,1,0,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0
"let go dude",0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0
"let go get",1,0,4,1,3,2,2,1,2,1,0,2,0,0,0,1,1,0
"let go home",3,3,1,2,1,0,0,0,0,3,0,0,0,1,0,0,0,0
"let go let",0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,2,0
"let go oh",0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
"let go okay",0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
"let go see",0,1,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"let go yeah",0,0,2,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0
"let guess",1,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0
"let guy",0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0
"let handl",1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
"let happen",0,2,2,2,0,1,1,1,0,0,2,0,2,0,1,2,1,0
"let head",0,0,1,0,2,0,0,0,1,0,0,3,1,1,0,0,0,0
"let hear",0,7,1,2,0,0,4,3,0,0,2,2,1,1,4,1,1,0
"let hope",0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"let join",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"let just",3,7,8,7,8,8,7,3,9,9,12,7,8,4,11,6,4,2
"let just get",0,1,1,1,1,1,2,1,0,0,3,0,3,1,2,0,1,0
"let just go",0,0,0,2,1,3,2,1,0,2,2,2,0,0,1,0,1,0
"let just hope",0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
"let just say",0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
"let just see",0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,2,0,0
"let just tri",0,1,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"let keep",1,1,2,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0
"let kenni",0,1,0,3,2,0,0,0,1,0,2,1,0,0,1,0,1,0
"let kick",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"let kid",0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,2,1,0
"let kill",1,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"let know",0,3,1,3,1,1,4,2,3,2,2,0,1,1,0,5,2,1
"let let",3,1,0,1,2,3,0,0,2,3,0,2,1,4,0,2,1,0
"let live",0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0
"let look",0,5,0,0,1,2,0,0,0,1,2,1,0,0,2,1,1,0
"let make",1,1,2,1,1,1,1,5,2,3,1,0,0,0,2,3,0,0
"let move",2,4,1,3,1,1,1,0,0,3,0,0,0,1,1,0,2,0
"let peopl",0,0,0,0,1,0,0,2,2,1,0,0,1,1,0,0,0,3
"let play",0,1,1,0,1,1,2,4,1,3,0,0,2,0,0,1,1,2
"let put",0,1,0,0,2,3,0,1,1,1,0,0,1,0,1,1,0,0
"let rest",0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"let ride",0,1,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0
"let right",0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1
"let run",1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"let say",0,2,0,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"let see",11,14,25,21,13,12,14,14,6,4,12,9,10,4,5,9,7,4
"let see oh",0,1,0,1,0,0,1,1,3,0,2,0,0,0,0,0,1,0
"let see uh",0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0
"let show",1,2,2,0,0,1,0,2,1,1,0,0,0,0,1,1,1,0
"let sing",3,2,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"let start",1,1,1,4,1,2,0,0,0,0,0,0,2,1,2,1,0,1
"let stay",0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"let take",1,1,5,8,5,4,9,0,4,1,3,6,3,3,3,1,0,2
"let take look",0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0
"let take seat",0,1,3,3,1,2,5,0,2,0,3,1,0,1,1,0,0,1
"let talk",0,3,3,3,0,3,1,0,2,0,0,1,0,5,1,0,1,2
"let tell",2,1,3,0,1,1,5,0,0,0,0,0,2,4,1,0,1,0
"let tell someth",1,0,0,0,0,1,2,0,0,0,0,0,2,2,1,0,0,0
"let thing",0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0
"let think",0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0
"let tri",2,13,14,10,1,3,0,2,0,0,2,3,3,2,2,4,0,0
"let us",6,7,9,13,3,8,8,6,5,7,5,9,7,5,6,7,6,1
"let us get",0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
"let us go",1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0
"let us make",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
"let watch",0,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"letter",1,0,10,3,1,0,5,0,1,2,4,1,3,1,0,2,0,0
"level",0,2,1,2,6,0,4,1,16,16,3,1,6,11,5,3,0,8
"liar",2,0,0,3,6,5,2,3,1,1,2,0,1,2,1,3,3,0
"liber",0,0,1,0,0,1,1,3,2,1,1,5,1,3,3,1,0,0
"librari",0,2,1,0,1,1,3,0,0,0,1,0,1,1,0,0,0,0
"licens",0,2,0,0,0,0,12,0,2,0,0,0,0,0,2,1,1,0
"lick",3,0,0,1,1,1,1,1,0,0,0,1,2,1,3,2,1,1
"lie",7,25,5,26,37,29,15,11,5,11,17,5,21,10,23,19,9,2
"lie lie",1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"lie us",0,2,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0
"life",11,24,38,54,31,33,51,20,41,33,20,18,34,11,28,15,9,11
"life butter",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
"life can",1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"life chang",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
"life death",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"life form",0,0,0,1,0,0,0,1,0,0,1,0,1,0,3,1,0,0
"life isnt",1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"life just",0,1,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0
"life now",0,0,1,3,1,0,0,0,0,0,1,0,2,0,0,0,0,1
"life oh",0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0
"life well",0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"life yeah",0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"lifetim",0,2,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0
"lift",0,1,1,1,4,5,2,0,0,0,1,0,0,0,1,1,0,0
"light",9,15,13,14,8,13,12,4,10,4,4,5,3,7,4,4,3,3
"like",204,279,222,225,171,211,222,172,167,166,159,151,190,184,191,174,149,129
"like alway",0,1,0,0,0,2,1,0,1,1,0,2,1,0,1,0,0,0
"like anoth",0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,1,0,0
"like ask",1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"like back",0,0,0,2,0,0,1,2,0,1,0,0,0,0,1,0,0,0
"like best",0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
"like big",0,3,2,1,0,0,0,0,0,0,1,2,0,2,0,0,0,1
"like boy",0,0,1,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0
"like bunch",0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"like butter",0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,0,0
"like buy",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"like call",0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0
"like can",2,2,0,2,0,0,2,2,3,0,1,0,2,2,0,0,0,1
"like cant",0,1,1,1,1,0,1,0,1,0,0,1,0,0,2,2,2,0
"like cartman",1,1,1,1,2,1,0,1,0,0,0,0,0,1,1,0,1,0
"like child",0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0
"like come",0,4,2,3,1,2,2,2,0,0,1,0,1,0,0,1,0,0
"like dad",0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
"like didnt",1,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0
"like doesnt",0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,2,0,1
"like dont",0,1,2,4,0,0,4,3,1,1,2,3,1,4,4,1,1,2
"like dude",3,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1
"like eight",0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"like everi",0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,2
"like everyon",0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,0,2,0
"like everyth",0,1,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1
"like five",0,0,0,0,0,2,0,2,1,0,1,1,2,0,0,0,0,1
"like four",0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1
"like friend",1,1,1,2,0,0,0,0,0,1,0,0,0,2,2,0,0,1
"like get",2,0,1,0,1,0,1,0,0,2,1,1,2,0,1,4,3,1
"like girl",1,0,0,0,2,0,0,1,1,0,1,0,1,0,0,3,1,2
"like give",0,1,0,1,0,0,1,0,1,0,1,2,1,0,0,0,0,0
"like go",1,2,2,1,3,3,1,0,0,2,1,2,0,2,3,0,3,1
"like gonna",0,0,2,2,2,3,0,1,0,0,1,0,0,0,0,0,1,3
"like good",1,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0
"like got",3,1,0,0,0,1,0,1,1,2,1,1,2,1,1,3,0,0
"like guy",0,4,3,1,1,0,1,1,0,1,1,1,1,2,1,1,0,0
"like happen",0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,0
"like hes",0,1,2,1,2,1,1,0,0,1,0,0,0,3,1,0,2,2
"like hey",4,2,3,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0
"like idea",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
"like im",3,5,3,3,6,5,2,1,1,1,1,1,3,4,1,0,2,4
"like im gonna",0,0,0,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0
"like ive",0,1,1,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0
"like join",0,0,1,1,0,1,2,1,1,2,0,0,0,0,0,0,0,0
"like just",1,1,1,1,1,2,0,0,2,1,2,2,1,1,0,1,2,1
"like kenni",4,2,0,2,0,0,0,0,0,0,2,0,0,2,1,1,0,0
"like kid",1,2,1,0,2,1,0,0,2,1,0,1,0,0,2,1,0,0
"like know",0,2,2,3,1,0,3,0,1,0,1,0,2,0,1,5,5,0
"like kyle",0,0,0,1,2,0,1,2,2,0,3,1,0,0,2,1,0,2
"like like",1,4,1,3,2,1,4,0,4,2,5,0,4,3,0,3,1,1
"like littl",2,2,4,1,0,2,1,3,1,1,2,0,1,2,3,0,1,0
"like look",1,3,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0
"like lot",2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
"like love",0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
"like make",2,1,1,1,1,1,3,0,2,3,1,1,0,0,0,0,1,0
"like mayb",0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,2,0
"like mean",0,0,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0
"like meet",0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
"like men",0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0
"like might",2,1,1,1,1,1,2,0,0,1,0,0,2,0,1,0,0,0
"like much",1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"like need",0,0,1,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0
"like never",0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,0,2,0
