"Character" "Season" "Episode"
" "07" "08"
" Thomas Tucker
" "07" "08"
" Jimbo Kern
" "07" "08"
" Mr. Garrison
" "07" "08"
" Mr. Slave
" "07" "08"
" Officer Barbrady
" "07" "08"
" Queer Eye for the Straight Guy
 Ted
 Kyan
 Carson
 Jai
 Thom
" "07" "08"
" Ted
" "07" "08"
" Kyan
" "07" "08"
" Carson
" "07" "08"
" Jai
" "07" "08"
" Thom
" "07" "08"
" HBC Executives
" "07" "08"
" HBC Head of Programming
" "07" "08"
" Crab People
" "07" "08"
" Craig Tucker
" "07" "08"
" Clyde Donovan
" "07" "08"
" Butters Stotch
" "07" "08"
" Tweek Tweak
" "07" "08"
" Jason
" "07" "08"
" Timmy Burch
" "07" "08"
" Token Black
" "07" "08"
" Announcers
" "07" "08"
" Singers
" "07" "08"
" Reporter
" "07" "08"
" Connor
" "07" "08"
" Jerome \"Chef\" McElroy
" "07" "08"
" South Park Train Station Clerk
" "07" "08"
"Stan
" "07" "09"
"Kyle
" "07" "09"
"Cartman
" "07" "09"
"Kenny
" "07" "09"
"Butters
" "07" "09"
"Token
" "07" "09"
"Randy Marsh
" "07" "09"
"Gerald and Sheila Broflovski
" "07" "09"
"FBI Agents and Detective
" "07" "09"
"Field Reporter
" "07" "09"
"Announcers and MC
" "07" "09"
"T-Shirt and Bible Vendors
" "07" "09"
"Elderly Woman
" "07" "09"
"Trinity
" "07" "09"
"Sanctified
" "07" "09"
"Fans
" "07" "09"
"Lars Ulrich and James Hetfield, from Metallica
" "07" "09"
"Britney Spears
" "07" "09"
"Faith Records CEO and Executives
" "07" "09"
"U.S. Mail delivery driver
" "07" "09"
"Michael Collins
" "07" "09"
"Stan Marsh
" "07" "10"
"Kyle Broflovski
" "07" "10"
"Eric Cartman
" "07" "10"
"Kenny McCormick
" "07" "10"
"Marvin Marsh
" "07" "10"
"Randy Marsh
" "07" "10"
"Sharon Marsh
" "07" "10"
"Elderly Residents of South Park and Conifer
" "07" "10"
"Father Maxi
" "07" "10"
"Mr. Garrison
" "07" "10"
"Gerald Broflovski
" "07" "10"
"News Anchor 
" "07" "10"
"Field Reporter
" "07" "10"
"Officer Barbrady
" "07" "10"
"Army Official and Soldiers
" "07" "10"
"The AARP, headed by Bill Stewart
" "07" "10"
"DMV Officials
" "07" "10"
"Stan Marsh
" "07" "11"
"Kyle Broflovski
" "07" "11"
"Eric Cartman
" "07" "11"
"Kenny McCormick
" "07" "11"
"Butters Stotch
" "07" "11"
"Jimmy Valmer
" "07" "11"
"Sheila Broflovski
" "07" "11"
"Stephen (Chris) Stotch
" "07" "11"
"Linda Stotch
" "07" "11"
"Irene, Trash Dump Worker
" "07" "11"
"Police Captain
" "07" "11"
"Field Reporter
" "07" "11"
"Stan
" "07" "12"
"Kyle
" "07" "12"
"Cartman
" "07" "12"
"The Harrisons (Gary Sr, Karen, Mark, Jenny, Gary Jr., Dave, and Amanda)
" "07" "12"
"The Marshes (Randy, Sharon, Shelly)
" "07" "12"
"Butters
" "07" "12"
"Craig
" "07" "12"
"Token
" "07" "12"
"Joseph Smith
" "07" "12"
"Martin and Lucy Harris
" "07" "12"
"Butler
" "07" "12"
"Blacksmith, Customer, and Woman
" "07" "12"
"Moroni, White Native American Angel
" "07" "12"
"Stan Marsh
" "07" "13"
"Kyle Broflovski
" "07" "13"
"Eric Cartman
" "07" "13"
"Kenny McCormick
" "07" "13"
"Butt Out!: 
 Pam
 Vernon
 Kyle
 Randy
" "07" "13"
" Pam
" "07" "13"
" Vernon
" "07" "13"
" Kyle
" "07" "13"
" Randy
" "07" "13"
"Mr. Mackey
" "07" "13"
"Mr. Garrison 
" "07" "13"
"Mr. Slave
" "07" "13"
"Principal Victoria
" "07" "13"
"Randy Marsh
" "07" "13"
"Sharon Marsh
" "07" "13"
"Sheila Broflovski
" "07" "13"
"Liane Cartman
" "07" "13"
"Rob Reiner
" "07" "13"
"Smoke Stoppers Staff
" "07" "13"
"Big Tobacco Executives, including Kevin Harris
" "07" "13"
"BUDS Man
" "07" "13"
"Bartender
" "07" "13"
"Receptionist
" "07" "13"
"Big Tobacco Factory Workers 
" "07" "13"
" Stan Marsh
" "07" "14"
" Kyle Broflovski
" "07" "14"
" Eric Cartman
" "07" "14"
" Butters Stotch
" "07" "14"
" Jimmy Valmer
" "07" "14"
" Bebe Stevens
" "07" "14"
" Wendy Testaburger
" "07" "14"
" Raisins Girls
Mercedes
Porsche
Lexus
Ferrari
" "07" "14"
"Mercedes
" "07" "14"
"Porsche
" "07" "14"
"Lexus
" "07" "14"
"Ferrari
" "07" "14"
" Raisins Bouncer Maury
" "07" "14"
" Goth Kids
 Henrietta Biggle
 Michael
 Pete
 Firkle
" "07" "14"
" Henrietta Biggle
" "07" "14"
" Michael
" "07" "14"
" Pete
" "07" "14"
" Firkle
" "07" "14"
" Stephen Stotch
" "07" "14"
" Linda Stotch
" "07" "14"
" Benny's Waitress
" "07" "14"
"Stan
" "07" "15"
"Kyle
" "07" "15"
"Cartman
" "07" "15"
"Kenny
" "07" "15"
"Ike
" "07" "15"
"Gerald and Sheila Broflovski
" "07" "15"
"Ike's birth parents, Harry and Elise Gintz
" "07" "15"
"Park County Judge
" "07" "15"
"Scott
" "07" "15"
"Rick, the Mountie
" "07" "15"
"The Mime
" "07" "15"
"Steve, the Newfie
" "07" "15"
"Saddam Hussein, the new Canadian Prime Minister
" "07" "15"
"Canadians, including a doctor, sailor, wrestler, businessman, artist, hockey player, firefighter, priest, road workers
" "07" "15"
"French Canadians
" "07" "15"
"Mayor McDaniels
" "07" "15"
"Mr. Garrison
" "07" "15"
"Chef McElroy
" "07" "15"
"Liane Cartman
" "07" "15"
"Tuong Lu Kim
" "07" "15"
"The Doorman
" "07" "15"
"Eric Cartman
" "08" "01"
"Kenny McCormick
" "08" "01"
"Stan Marsh
" "08" "01"
"Kyle Broflovski
" "08" "01"
"Butters Stotch
" "08" "01"
"Craig Tucker
" "08" "01"
"Clyde Donovan
" "08" "01"
"Token Black
" "08" "01"
"Jimmy Valmer
" "08" "01"
"Jerome \"Chef\" McElroy
" "08" "01"
"Linda Stotch
" "08" "01"
"Herbert Garrison
" "08" "01"
"Auction barker
" "08" "01"
"Randy Marsh
" "08" "01"
"Gerald Brofloski
" "08" "01"
"Sheila Broflovski
" "08" "01"
"Mayor McDaniels
" "08" "01"
"Roger
" "08" "01"
"Skeeter
" "08" "01"
"Announcer/Singer
" "08" "01"
"Townspeople
" "08" "01"
"Dr. Doctor
" "08" "01"
"Nurse
" "08" "01"
"Veterinarian
" "08" "01"
"Assistant
" "08" "01"
" Eric Cartman
" "08" "02"
" Stan Marsh
" "08" "02"
" Kyle Broflovski
" "08" "02"
" Jimmy Valmer
" "08" "02"
" Timmy Burch
" "08" "02"
" Nathan
" "08" "02"
" Nancy
" "08" "02"
" Mr. Mackey
" "08" "02"
" Ryan Valmer
" "08" "02"
" Sarah Valmer
" "08" "02"
" Liane Cartman
" "08" "02"
" Michael 
" "08" "02"
" Michael's parents
" "08" "02"
" Barry Bonds
" "08" "02"
" Mark McGuire
" "08" "02"
" Special Olympics host
" "08" "02"
" Special Olympics coaches
" "08" "02"
" Special Olympics volunteers
" "08" "02"
" Various Special Olympics Participants
" "08" "02"
" Eric Cartman
" "08" "03"
" Kenny McCormick
" "08" "03"
" Stan Marsh
" "08" "03"
" Kyle Broflovski
" "08" "03"
" Liane Cartman
" "08" "03"
" Gerald Broflovski
" "08" "03"
" Sheila Broflovski
" "08" "03"
" Jack Garrett
" "08" "03"
" Elise Garrett
" "08" "03"
" Terrance and Phillip
" "08" "03"
" Ticket Salesman
" "08" "03"
" Jewish Rabbi
" "08" "03"
" Mel Gibson
" "08" "03"
" Father Maxi
" "08" "03"
" Tour Bus Driver
" "08" "03"
" Announcer
" "08" "03"
" Various actors in The Passion of The Christ
" "08" "03"
" Various Jewish Congregants
" "08" "03"
" Various Meeting Guests
" "08" "03"
" Various Townsfolk
" "08" "03"
" Eric Cartman
" "08" "04"
" Kenny McCormick
" "08" "04"
" Stan Marsh
" "08" "04"
" Kyle Broflovski
" "08" "04"
" Butters Stotch
" "08" "04"
" The Goth Kids
" "08" "04"
" Mercedes
" "08" "04"
" Porsche
" "08" "04"
" Maury
" "08" "04"
" Yao
" "08" "04"
" The Orange County Crew Kids
" "08" "04"
" The Orange County Crew Coach
" "08" "04"
" Randy Marsh
" "08" "04"
" Sharon Marsh
" "08" "04"
" Linda Stotch
" "08" "04"
" Jerome \"Chef\" McElroy
" "08" "04"
" A Rancher
" "08" "04"
" Jeffy
" "08" "04"
" Orange County Adults
" "08" "04"
" Townsfolk
" "08" "04"
" Spectators
" "08" "04"
" Skeeter
" "08" "04"
" Dr. Doctor
" "08" "04"
" Jimbo Kern
" "08" "04"
" Herbert Garrison
" "08" "04"
" Tap Dance and Street Dance Finals Announcers
" "08" "04"
" Lil' Kim
" "08" "04"
" Unnamed MC
" "08" "04"
" Unnamed Nurse
" "08" "04"
"Stan Marsh
" "08" "05"
"Kyle Broflovski
" "08" "05"
"Eric Cartman
" "08" "05"
"Butters Stotch
" "08" "05"
"Stephen Stotch
" "08" "05"
"Linda Stotch
" "08" "05"
"Liane Cartman
" "08" "05"
"Aunt Nellie
" "08" "05"
"Uncle Budd
" "08" "05"
"Mitch
" "08" "05"
"Tourists
" "08" "05"
"Pentagon Officials
" "08" "05"
"Unnamed General
" "08" "05"
"Unnamed Scientist
" "08" "05"
"Various Catamount Pictures Producers
" "08" "05"
"Various Soldiers
" "08" "05"
"Stan Marsh
" "08" "06"
"Kyle Broflovski
" "08" "06"
"Eric Cartman
" "08" "06"
"Kenny McCormick
" "08" "06"
"Red
" "08" "06"
"Craig Tucker
" "08" "06"
"Randy Marsh
" "08" "06"
"Sharon Marsh
" "08" "06"
"Gerald Broflovski
" "08" "06"
"Sheila Broflovski
" "08" "06"
"Stephen Stotch
" "08" "06"
"Linda Stotch
" "08" "06"
"Harrison Yates
" "08" "06"
"Maggie Yates
" "08" "06"
"Detective Harrison Yates
" "08" "06"
"Detective Murphy
" "08" "06"
"Johnson
" "08" "06"
"Frakes
" "08" "06"
"Various Additional Children
" "08" "06"
"Sgt. Snetzl
" "08" "06"
"Michael Jackson
" "08" "06"
"Blanket Jackson
" "08" "06"
"Stan Marsh
" "08" "07"
"Kyle Broflovski
" "08" "07"
"Eric Cartman
" "08" "07"
"Craig Tucker
" "08" "07"
"Timmy Burch
" "08" "07"
"Jimmy Valmer
" "08" "07"
"Randy Marsh
" "08" "07"
"Sharon Marsh
" "08" "07"
"Jimbo Kern
" "08" "07"
"Wendell's Cashier
" "08" "07"
"Wendell's Manager
" "08" "07"
"Mr. Glughgogawk
" "08" "07"
"Darryl Weathers
" "08" "07"
"Chet
" "08" "07"
"Aaron Brown
" "08" "07"
"Christina Naylon
" "08" "07"
"Brad Morgan
" "08" "07"
"Harrison Moore
" "08" "07"
"Chris Holt
" "08" "07"
"Mrs. Landis
" "08" "07"
"Bill O'Reilly
" "08" "07"
"Aging Hippie Liberal Douche
" "08" "07"
"Herbert Garrison
" "08" "07"
"Mr. Nelson
" "08" "07"
"Various Unemployed Men
" "08" "07"
"Various Future Immigrants
" "08" "07"
"Eric Cartman
" "08" "08"
"Kenny McCormick
" "08" "08"
"Stan Marsh
" "08" "08"
"Kyle Broflovski
" "08" "08"
"Wendy Testaburger
" "08" "08"
"Butters Stotch
" "08" "08"
"Bebe Stevens
" "08" "08"
"Clyde Donovan
" "08" "08"
"Jimmy Valmer
" "08" "08"
"Mandy
" "08" "08"
"Red
" "08" "08"
"Giant Douche
" "08" "08"
"Turd Sandwich
" "08" "08"
"Randy Marsh
" "08" "08"
"Sharon Marsh
" "08" "08"
"Shelly Marsh
" "08" "08"
"Herbert Garrison
" "08" "08"
"Mr. Mackey
" "08" "08"
"Principal Victoria
" "08" "08"
"Mayor McDaniels
" "08" "08"
"Puff Daddy
" "08" "08"
"Puff Daddy's Bodyguards
" "08" "08"
"Jim Lehrer
" "08" "08"
"Mooey
" "08" "08"
"Various PETA members
" "08" "08"
"Eric Cartman
" "08" "09"
"Kenny McCormick
" "08" "09"
"Stan Marsh
" "08" "09"
"Kyle Broflovski
" "08" "09"
"Butters Stotch
" "08" "09"
"Jimmy Valmer
" "08" "09"
"Herbert Garrison
" "08" "09"
"Jerome \"Chef\" McElroy
" "08" "09"
"Randy Marsh
" "08" "09"
"Sharon Marsh
" "08" "09"
"Shelly Marsh
" "08" "09"
"Marvin Marsh
" "08" "09"
"Townsfolk
" "08" "09"
"Sheila Broflovski
" "08" "09"
"Gerald Broflovski
" "08" "09"
"Elderly Woman
" "08" "09"
"Mr. Farkle
" "08" "09"
"Wall-Mart Manager
" "08" "09"
"Jimbo Kern
" "08" "09"
"Crane Driver
" "08" "09"
"Wall-Mart Receptionist
" "08" "09"
"Harvey Brown
" "08" "09"
"Wall-Mart
" "08" "09"
" Eric Cartman
" "08" "10"
" Kenny McCormick
" "08" "10"
" Stan Marsh
" "08" "10"
" Kyle Broflovski
" "08" "10"
" Butters Stotch
" "08" "10"
" Trent Boyett
" "08" "10"
" Clyde Donovan
" "08" "10"
" Sixth Graders
" "08" "10"
" Shelly Marsh
" "08" "10"
" Stephen Stotch
" "08" "10"
" Linda Stotch
" "08" "10"
" Sheila Broflovski
" "08" "10"
" Ms. Claridge
" "08" "10"
" Dr. Doctor
" "08" "10"
" Juvenile Hall Warden
" "08" "10"
" Various Paramedics
" "08" "10"
" Various Police Officers
" "08" "10"
" Various Townsfolk
" "08" "10"
"Eric Cartman
" "08" "11"
"Kenny McCormick
" "08" "11"
"Stan Marsh
" "08" "11"
"Kyle Broflovski
" "08" "11"
"Butters Stotch
" "08" "11"
"Token Black
" "08" "11"
"Jimmy Valmer
" "08" "11"
"Bebe Stevens
" "08" "11"
"Craig Tucker
" "08" "11"
"Clyde Donovan
" "08" "11"
"Tweek Tweak
" "08" "11"
"Red Goth
" "08" "11"
"Raisins Girls
" "08" "11"
"Principal Victoria
" "08" "11"
"Herbert Garrison
" "08" "11"
"Mr. Slave
" "08" "11"
"Mr. Meryl
" "08" "11"
"Whistlin' Willy
" "08" "11"
"Pharmacist
" "08" "11"
"Various Announcers
" "08" "11"
" Eric Cartman
" "08" "12"
" Kyle Broflovski
" "08" "12"
" Esther
" "08" "12"
" Stan Marsh
" "08" "12"
" Kenny McCormick
" "08" "12"
" Mr. Testaburger
" "08" "12"
" Francis
" "08" "12"
" Terrance Mephesto
" "08" "12"
" Bill Allen
" "08" "12"
" Mrs. Testaburger
" "08" "12"
" Heidi Turner
" "08" "12"
" Frog Prince
" "08" "12"
" Tweek Tweak
" "08" "12"
" Clyde Donovan
" "08" "12"
" Butters Stotch
" "08" "12"
" Wendy Testaburger
" "08" "12"
" Bebe Stevens
" "08" "12"
" Annie Knitts
" "08" "12"
" Sally Turner
" "08" "12"
" Kelly Pinkerton-Tinfurter
" "08" "12"
" Kelly Rutherford-Menskin
" "08" "12"
" Red
" "08" "12"
" Jessie
" "08" "12"
" Kal
" "08" "12"
" Milly Larsen
" "08" "12"
" Bab
" "08" "12"
" Stephen Stotch
" "08" "12"
" Linda Stotch
" "08" "12"
" Randy Marsh
" "08" "12"
" Mr. Testaburger
" "08" "12"
" Mrs. Faulk
" "08" "12"
" Mr. Stevens
" "08" "12"
" Mrs. Stevens
" "08" "12"
" Herbert Garrison
" "08" "12"
" Mr. Slave
" "08" "12"
" Token Black
" "08" "12"
" Jason
" "08" "12"
" Kevin Stoley
" "08" "12"
" Craig Tucker
" "08" "12"
" Paris Hilton
" "08" "12"
" Paris Hilton's Chauffeur
" "08" "12"
" Various Townsfolk
" "08" "12"
" Various Teen Girls
" "08" "12"
" Stan Marsh
" "08" "13"
" Kyle Broflovski
" "08" "13"
" Eric Cartman
" "08" "13"
" Kenny McCormick
" "08" "13"
" Clyde Donovan
" "08" "13"
" Butters Stotch
" "08" "13"
" Token Black
" "08" "13"
" Liane Cartman
" "08" "13"
" Dr. Doctor
" "08" "13"
" Nurses
" "08" "13"
" Sergeant Harris Yates
" "08" "13"
" Detective Mitch Murphy
" "08" "13"
" Other Detectives and Police Officers
" "08" "13"
" Tom Johansen
" "08" "13"
" Jim Brown-ish
" "08" "13"
" Michael Deets
" "08" "13"
" Psychics
" "08" "13"
" Stan Marsh
" "08" "14"
" Kyle Broflovski
" "08" "14"
" Eric Cartman
" "08" "14"
" Butters Stotch
" "08" "14"
" Clyde Donovan
" "08" "14"
" Token Black
" "08" "14"
" Herbert Garrison
" "08" "14"
" Santa Claus
" "08" "14"
" Abortion Doctor
" "08" "14"
" Narrator and Singers
" "08" "14"
" The Woodland Critters
 Beary
 Beavery
 Chickadee-y
 Deery
 Foxy
 Mousey
 Porcupiney
 Rabbity
 Raccoony
 Skunky
 Squirrely
 Woodpeckery
" "08" "14"
" Beary
" "08" "14"
" Beavery
" "08" "14"
" Chickadee-y
" "08" "14"
" Deery
" "08" "14"
" Foxy
" "08" "14"
" Mousey
" "08" "14"
" Porcupiney
" "08" "14"
" Rabbity
" "08" "14"
" Raccoony
" "08" "14"
" Skunky
" "08" "14"
" Squirrely
" "08" "14"
" Woodpeckery
" "08" "14"
" The Mountain Lion 
" "08" "14"
" The Mountain Lion's Cubs
" "08" "14"
" Stan Marsh
" "09" "01"
" Kyle Broflovski
" "09" "01"
" Eric Cartman
" "09" "01"
" Kenny McCormick
" "09" "01"
" Dr. Biber
" "09" "01"
" Lead Referee
" "09" "01"
" Colorado Coaches 
" "09" "01"
" Wyoming Coaches
" "09" "01"
" Townsman
" "09" "01"
" Randy Marsh
" "09" "01"
" Mr./Mrs. Garrison 
" "09" "01"
" Mr. Slave
" "09" "01"
" Gerald Broflovski
" "09" "01"
" Sheila Broflovski
" "09" "01"
" Singers 
" "09" "01"
" Announcers
" "09" "01"
" Men in Girls Gone Wild commercial
" "09" "01"
" Redhead 
" "09" "01"
" Butters Stotch
" "09" "01"
" Jason 
" "09" "01"
" Craig Tucker
" "09" "01"
" Clyde Donovan
" "09" "01"
" Planned Parenthood Doctor 
" "09" "01"
" Planned Parenthood Nurse
" "09" "01"
" Patient at Trinidad Medical Center
" "09" "01"
" Ushers
" "09" "01"
" Security Guards
" "09" "01"
" Denver Police Officer
" "09" "01"
" Stan Marsh
" "09" "02"
" Kyle Broflovski
" "09" "02"
" Eric Cartman
" "09" "02"
" Kenny McCormick
" "09" "02"
" Butters Stotch
" "09" "02"
" Elderly Woman
" "09" "02"
" Hippies
" "09" "02"
" Randy Marsh
" "09" "02"
" Sharon Marsh
" "09" "02"
" Gerald Broflovski
" "09" "02"
" Sheila Broflovski
" "09" "02"
" Steven Stotch
" "09" "02"
" Linda Stotch
" "09" "02"
" Mayor McDaniels
" "09" "02"
" Principal Victoria
" "09" "02"
" Mrs. Garrison
" "09" "02"
" Mr. Mackey
" "09" "02"
" Officer Barbrady
" "09" "02"
" Chef
" "09" "02"
" Jimbo Kern
" "09" "02"
" Singers
" "09" "02"
" Announcers
" "09" "02"
" Reporters
" "09" "02"
" Anchorman
" "09" "02"
" MC
" "09" "02"
" Guards at City Hall and the Jam Band Festival
" "09" "02"
" Stan Marsh
" "09" "03"
" Kyle Broflovski
" "09" "03"
" Eric Cartman
" "09" "03"
" Kenny McCormick
" "09" "03"
" Token Black
" "09" "03"
" Mrs. Garrison
" "09" "03"
" Mr. Tuong Lu Kim
" "09" "03"
" The Tong Chinese Mafia Gang
" "09" "03"
" Miss Colorado Pageant MC
" "09" "03"
" Man in Audience
" "09" "03"
" Principal Victoria
" "09" "03"
" Don Heisman, CAA Agent
" "09" "03"
" Wing Han Tsang, Special Guest Star
" "09" "03"
" American Idol Contestants
" "09" "03"
" Agent for The Contender
" "09" "03"
" Sylvester Stallone
" "09" "03"
" Manuel Fernanda
" "09" "03"
" The Contender Announcers and Producers
" "09" "03"
" Stan Marsh
" "09" "04"
" Kyle Broflovski
" "09" "04"
" Eric Cartman
" "09" "04"
" Kenny McCormick
" "09" "04"
" Liane Cartman
" "09" "04"
" Goths Kids
" "09" "04"
" Sixth Graders
" "09" "04"
" Stuart McCormick
" "09" "04"
" Mrs. McCormick
" "09" "04"
" Angels:
Archangel Michael
Archangel Gabriel
Archangel Uriel
" "09" "04"
"Archangel Michael
" "09" "04"
"Archangel Gabriel
" "09" "04"
"Archangel Uriel
" "09" "04"
"Satan's Spy
" "09" "04"
" Peter
" "09" "04"
" Satan
" "09" "04"
" Kevin, the Hooded Figure
" "09" "04"
" Hell's Pass Hospital Doctor and Nurse
" "09" "04"
" Kenny's Lawyer
" "09" "04"
" Various people and crowds
" "09" "04"
" HBC Anchor
" "09" "04"
" George Bush
" "09" "04"
" Colorado Supreme Court Justices
" "09" "04"
" Police Officer
" "09" "04"
" Skeeter 
" "09" "04"
" Mrs. Garrison
" "09" "04"
" BFF Rights supporters
" "09" "04"
" Stan Marsh
" "09" "05"
" Kyle Broflovski
" "09" "05"
" Eric Cartman 
" "09" "05"
" Butters Stotch
" "09" "05"
" Clyde Donovan
" "09" "05"
" Token Black
" "09" "05"
" Craig Tucker
" "09" "05"
" Jimmy Valmer
" "09" "05"
" Announcers
" "09" "05"
" Umpires
" "09" "05"
" Mr. Varcas
" "09" "05"
" Allen Varcas
" "09" "05"
" Mr. Donovan
" "09" "05"
" Mr. Richard Tweek
" "09" "05"
" Steven Stotch
" "09" "05"
" Gerald Broflovski
" "09" "05"
" Sheila Broflovski
" "09" "05"
" Randy Marsh
" "09" "05"
" Sharon Marsh
" "09" "05"
" Mr. Pratt
" "09" "05"
" Morgan Pratt
" "09" "05"
" Greeley Batter (Brian) and Dad
" "09" "05"
" Pueblo Dad
" "09" "05"
" Anchorman Tom
" "09" "05"
" Reporter Chris
" "09" "05"
" Tom \"Bat Dad\" Nelson
" "09" "05"
" Fort Collins Team
" "09" "05"
" Pueblo Team
" "09" "05"
" Denver Team
" "09" "05"
" Kyle 1
" "09" "05"
" Stan Marsh
" "09" "06"
" Kyle Broflovski
" "09" "06"
" Eric Cartman
" "09" "06"
" Kenny McCormick
" "09" "06"
" Sharon Marsh
" "09" "06"
" Plumbers
" "09" "06"
" Jimmy Valmer
" "09" "06"
" Token Black
" "09" "06"
" Craig Tucker
" "09" "06"
" Clyde Donovan
" "09" "06"
" Kevin Stoley
" "09" "06"
" A Couple
" "09" "06"
" Stephen Stotch
" "09" "06"
" Linda Stotch
" "09" "06"
" Liane Cartman
" "09" "06"
" Mental Health Doctor
" "09" "06"
" Dr. Lindsay, Psychic
" "09" "06"
" Anchor Tom and 
" "09" "06"
" Reporter Chris
" "09" "06"
" Det. Yates and Police Officers
" "09" "06"
" Three Escaped Convicts
" "09" "06"
"Principal Victoria
" "09" "06"
"Scott Tenorman
" "09" "06"
" Jimmy Valmer
" "09" "07"
" Stan Marsh
" "09" "07"
" Kyle Broflovski
" "09" "07"
" Eric Cartman
" "09" "07"
" Craig Tucker
" "09" "07"
" Butters Stotch
" "09" "07"
" Bertha
" "09" "07"
" Shawna
" "09" "07"
" Shawna's Mom
" "09" "07"
" Jessie 
" "09" "07"
" The Goth Kids
" "09" "07"
" Mr. Mackey
" "09" "07"
" Mrs. Garrison
" "09" "07"
" Principal Victoria
" "09" "07"
" Liane Cartman
" "09" "07"
" Ryan Valmer
" "09" "07"
" Sarah Valmer
" "09" "07"
" Doctor Pal
" "09" "07"
" Q Money, the pimp
" "09" "07"
" Nut Gobbler, the hooker
" "09" "07"
" Announcer
" "09" "07"
" Roma, the waiter
" "09" "07"
" Stan Marsh
" "09" "08"
" Kyle Broflovski
" "09" "08"
" Eric Cartman
" "09" "08"
" Butters Stotch
" "09" "08"
" Anchorman Tom Pusslicker
" "09" "08"
" Field Reporter Mitch
" "09" "08"
" Sharon Marsh
" "09" "08"
" Randy Marsh
" "09" "08"
" Sheila Broflovski
" "09" "08"
" Gerald Broflovski
" "09" "08"
" Mr. Mackey
" "09" "08"
" Stephen Stotch
" "09" "08"
" Mrs. Garrison
" "09" "08"
" Jimbo Kern
" "09" "08"
" Thomas Tucker
" "09" "08"
" Geologists and Scientists
" "09" "08"
" Various Townsmen
" "09" "08"
" Beaverton Residents
" "09" "08"
" Announcers
" "09" "08"
" Officer Barbrady
" "09" "08"
" Pentagon General and soldiers
" "09" "08"
" Stan Marsh
" "09" "09"
" Kyle Broflovski
" "09" "09"
" Kenny McCormick
" "09" "09"
" Eric Cartman
" "09" "09"
" Butters Stotch/Marjorine
" "09" "09"
" Stephen Stotch
" "09" "09"
" Linda Stotch
" "09" "09"
" Clyde Donovan
" "09" "09"
" Heidi Turner
" "09" "09"
" Bebe Stevens
" "09" "09"
" Wendy Testaburger
" "09" "09"
" Craig Tucker
" "09" "09"
" Red
" "09" "09"
" Ms. Garrison
" "09" "09"
" Mr. Turner
" "09" "09"
" Nancy Turner
" "09" "09"
" Kevin Stoley
" "09" "09"
" Kal
" "09" "09"
" Jason
" "09" "09"
" Bradley Biggle
" "09" "09"
" An old farmer
" "09" "09"
" Father Maxi
" "09" "09"
" Rachel
" "09" "09"
" Officer 1
" "09" "09"
" Officer 2
" "09" "09"
" Officer 3
" "09" "09"
" Doctor
" "09" "09"
" Stan Marsh
" "09" "10"
" Kyle Broflovski
" "09" "10"
" Eric Cartman
" "09" "10"
" Kenny McCormick
" "09" "10"
" Mrs. Garrison
" "09" "10"
" Heidi
" "09" "10"
" Wendy Testaburger
" "09" "10"
" Bebe Stevens
" "09" "10"
" Timmy Burch
" "09" "10"
" Mr. Slave
" "09" "10"
" Big Gay Al
" "09" "10"
" Townsfolk
" "09" "10"
" Governor of Colorado
" "09" "10"
" Randy Marsh
" "09" "10"
" Field Reporter
" "09" "10"
" Jakartha, the world's greatest known killer
" "09" "10"
" Governor's aide
" "09" "10"
" Father Maxi
" "09" "10"
" Stan Marsh
" "09" "11"
" Kyle Broflovski
" "09" "11"
" Eric Cartman 
" "09" "11"
" Kenny McCormick
" "09" "11"
" Token Black
" "09" "11"
" Butters Stotch
" "09" "11"
" Clyde Donovan
" "09" "11"
" Jimmy Valmer
" "09" "11"
" Craig Tucker
" "09" "11"
" Mrs. Garrison
" "09" "11"
" Ginger Kids
" "09" "11"
" The Foleys and their three kids
" "09" "11"
" Liane Cartman
" "09" "11"
" Doctor
" "09" "11"
" Field Reporter
" "09" "11"
" Gary Nelson, Hilton Guest Relations
" "09" "11"
" Mr. Donovan
" "09" "11"
" Mrs. Donovan
" "09" "11"
" Stan Marsh
" "09" "12"
" Kyle Broflovski
" "09" "12"
" Eric Cartman
" "09" "12"
" Kenny McCormick
" "09" "12"
" Randy Marsh
" "09" "12"
" Sharon Marsh
" "09" "12"
" Shelly Marsh
" "09" "12"
" Grandpa Marsh
" "09" "12"
" Mr. Mackey
" "09" "12"
" Field Reporter
" "09" "12"
" South Park Police
" "09" "12"
" R. Kelly
" "09" "12"
" Scientology President
" "09" "12"
" Kelly
" "09" "12"
" Michelle
" "09" "12"
" Mike
" "09" "12"
" Brian
" "09" "12"
